분할경주여부,마명,마번,기수번호,조교사번호,부담구분,출전번호,경주일자,경주거리,경주등급,출전마구분,경주번호,야간경마여부,순위,마필등급,경주기록,출주두수,경주로상태,날씨,마체중,출생일,성별,소유자명,생산국,부마명,소재지,순위점수
0,킹칼레,46511,080533,70174.0,3,3,2023-02-12,1200,일반,일반,8,일반,5,4.0,76.0,12.0,건조,맑음,460.0,2019-03-21,거,박호균,미국,바이언,서울경마공원,0.6363636363636364
0,엠제이베스트,42046,080584,70225.0,3,1,2023-02-12,1400,일반,일반,10,일반,3,3.0,87.9,12.0,건조,맑음,485.0,2018-05-19,수,박정재,한국,카우보이칼,서울경마공원,0.8181818181818181
0,리걸하이,45841,080603,70165.0,2,10,2023-02-18,1200,일반,Rookie2,1,일반,1,6.0,76.0,12.0,건조,맑음,457.0,2020-03-29,암,강균호,한국,지롤라모,서울경마공원,1.0
0,스마트삭스,46221,080547,70167.0,2,5,2023-02-18,1200,일반,Rookie2,2,일반,4,6.0,77.1,12.0,건조,맑음,448.0,2020-04-27,암,김창식,한국,카우보이칼,렛츠런팜장수,0.7272727272727273
0,올포유어드림,44497,080552,70161.0,3,4,2023-02-18,1200,일반,일반,3,일반,8,5.0,76.4,9.0,건조,흐림,478.0,2019-03-21,수,서창식,한국,맘보트레인,서울경마공원,0.125
0,새내타운,45229,080513,70160.0,2,4,2023-02-18,1800,일반,일반,7,일반,4,4.0,119.1,12.0,건조,흐림,479.0,2020-01-25,수,문종원,한국,퍼지,서울경마공원,0.7272727272727273
0,머스탱파워,44706,080562,70175.0,3,3,2023-02-18,1600,일반,일반,8,일반,4,4.0,102.8,10.0,건조,흐림,469.0,2019-04-20,거,이영성,한국,아치아치아치,서울경마공원,0.6666666666666667
0,대사리,44821,080608,70244.0,3,5,2023-02-18,1600,일반,일반,8,일반,10,4.0,103.9,10.0,건조,흐림,489.0,2019-04-13,거,노만영,한국,아치아치아치,태극호스파크,0.0
0,슈어윈,45240,080103,70096.0,3,6,2023-02-18,1600,일반,일반,8,일반,2,4.0,102.3,10.0,건조,흐림,411.0,2020-02-13,암,지성배,한국,BERNARDINI,서울경마공원,0.8888888888888888
2,승부사,43659,080476,70148.0,3,10,2023-02-18,1400,일반,일반,11,일반,4,2.0,87.6,10.0,건조,흐림,508.0,2019-01-03,수,박재범,한국,미스치비어슬리,서울경마공원,0.6666666666666667
0,파이널축제,45339,080342,70170.0,2,2,2023-02-19,1400,일반,일반,4,일반,3,6.0,90.1,12.0,건조,맑음,488.0,2020-03-10,수,럭키,한국,지롤라모,서울경마공원,0.8181818181818181
0,빈체로킹,44447,080587,70165.0,3,5,2023-02-19,1200,일반,경매마,6,일반,7,5.0,77.4,9.0,건조,맑음,472.0,2019-03-15,거,오종택,한국,지롤라모,궁평목장,0.25
0,금빛마,46188,080562,70181.0,3,6,2023-02-19,1200,일반,경매마,6,일반,2,5.0,75.9,9.0,건조,맑음,477.0,2020-04-09,수,(주)디알엠씨티,한국,카우보이칼,서울경마공원,0.875
0,허쉬대보,38599,080562,70182.0,2,7,2023-02-19,1800,일반,일반,11,일반,10,1.0,117.8,12.0,건조,맑음,502.0,2016-03-22,수,박철근,한국,테스타마타,서울경마공원,0.18181818181818177
0,글로리앤아너,45892,080515,70170.0,2,1,2023-02-25,1200,일반,Rookie2,2,일반,4,6.0,77.6,10.0,건조,맑음,416.0,2020-04-30,암,명마조합,한국,투아너앤드서브,(주)궁평캠프,0.6666666666666667
0,파이널질주,45610,080486,70094.0,2,2,2023-02-25,1200,일반,Rookie2,2,일반,2,6.0,76.6,10.0,건조,맑음,486.0,2020-03-08,암,럭키,한국,에치드,청림목장,0.8888888888888888
0,힐링헤이븐,52417,080438,70199.0,2,6,2023-02-25,1200,일반,Rookie2,4,일반,7,4.0,76.5,10.0,건조,맑음,459.0,2020-02-18,암,이장운,미국,SHAMAN GHOST,서울경마공원,0.33333333333333337
0,마이티룩,52001,080576,70160.0,2,7,2023-02-25,1200,일반,Rookie2,4,일반,1,4.0,74.9,10.0,건조,맑음,449.0,2020-01-28,암,조제형,미국,ARMY MULE,서울경마공원,1.0
0,굿카보,45852,080576,70117.0,3,12,2023-02-25,1200,일반,일반,5,일반,12,5.0,77.2,12.0,건조,맑음,485.0,2020-03-30,거,김지훈,한국,카우보이칼,서울경마공원,0.0
0,남산무적,43840,080562,70174.0,3,6,2023-02-25,1300,일반,육성심사합격마,6,일반,4,5.0,82.5,12.0,건조,맑음,469.0,2019-02-27,수,이기선,한국,메니피,서울경마공원,0.7272727272727273
0,아르고리치,45921,080366,70164.0,3,7,2023-02-25,1300,일반,육성심사합격마,6,일반,2,5.0,82.0,12.0,건조,맑음,502.0,2020-04-08,수,우태율,한국,컬러즈플라잉,서울경마공원,0.9090909090909091
0,글로벌보배,43713,080529,70085.0,3,4,2023-02-25,1200,일반,일반,8,일반,1,3.0,74.0,11.0,건조,맑음,435.0,2019-03-13,수,장재형,한국,카우보이칼,서울경마공원,1.0
0,와일드삭스,44287,080438,70181.0,3,8,2023-02-25,1200,일반,일반,8,일반,2,3.0,74.2,11.0,건조,맑음,454.0,2019-04-01,수,김창식,한국,한센,서울경마공원,0.9
0,노던타임,46505,080103,70165.0,2,4,2023-02-25,1800,일반,일반,11,일반,7,2.0,118.4,12.0,건조,맑음,502.0,2018-03-15,거,최상일,미국,NOT THIS TIME,서울경마공원,0.4545454545454546
0,빅스고,44092,080593,70149.0,2,6,2023-02-25,1800,일반,일반,11,일반,1,2.0,116.2,12.0,건조,맑음,500.0,2019-04-13,수,이선호,한국,빅스,서울경마공원,1.0
0,발베니,45045,080434,70168.0,2,11,2023-02-25,1800,일반,일반,11,일반,11,2.0,120.3,12.0,건조,맑음,497.0,2018-02-09,수,강무웅,미국,WILL TAKE CHARGE,서울경마공원,0.09090909090909094
0,그래티튜드,46161,080100,70167.0,2,3,2023-02-26,1200,일반,Rookie2,1,일반,10,6.0,77.8,12.0,건조,맑음,450.0,2020-04-30,암,(주)일진코스메틱,한국,파워블레이드,서울경마공원,0.18181818181818177
0,쌍옥루,44516,080582,70152.0,2,1,2023-02-26,1700,일반,일반,3,일반,1,6.0,114.0,12.0,건조,맑음,503.0,2019-04-05,거,이용식,한국,선더모카신,서울경마공원,1.0
0,세인트루카,43845,080103,70103.0,3,12,2023-02-26,1300,일반,일반,4,일반,8,5.0,83.4,12.0,건조,맑음,475.0,2019-03-20,수,유수현,한국,위드디스팅션,궁평목장,0.36363636363636365
