분할경주여부,마명,마번,기수번호,조교사번호,부담구분,출전번호,대상경주명,경주일자,경주거리,경주등급,출전마구분,경주번호,야간경마여부,순위,확정배당율(단승식),편성두수,마필등급,경주기록,출주두수,경주로상태,날씨,마체중,모마명,출생일,성별,소유자명,생산국,부마명,소재지
0,굿카보,45852,080576,70117.0,3,10,일반,20230108,1300,일반,경주퇴역자마,6,일반,10,11.7,12,5,85.0,12.0,양호,맑음,504.0,해피댄서,2020-03-30(6세),거,김지훈,한국,카우보이칼,서울경마공원
0,슈퍼엑톤,40921,080342,70175.0,2,2,일반,20230108,1700,일반,일반,8,일반,4,2.0,12,4,113.6,12.0,양호,맑음,459.0,슈퍼플러키,2017-03-27(9세),거,(주)메타플렉스,한국,엑톤파크,서울경마공원
0,최고블랙,44317,080366,70174.0,2,12,일반,20230108,1700,일반,일반,8,일반,1,2.0,12,4,112.3,12.0,양호,맑음,450.0,콰드릴,2019-04-28(7세),수,이강운,한국,테스타마타,서울경마공원
0,글로벌보배,43713,080529,70085.0,3,3,일반,20230108,1200,일반,일반,11,일반,2,19.4,12,4,74.9,12.0,양호,맑음,437.0,이상화,2019-03-13(7세),수,장재형,한국,카우보이칼,서울경마공원
0,리걸하이,45841,080587,70165.0,2,5,일반,20230114,1300,일반,Rookie2,2,일반,2,1.6,12,6,80.7,12.0,포화,비,459.0,캡티브,2020-03-29(6세),암,강균호,한국,지롤라모,서울경마공원
0,사바나찰리,45232,080405,70175.0,2,12,일반,20230114,1300,일반,Rookie2,2,일반,7,1.6,12,6,82.8,12.0,포화,비,492.0,사바나다나,2020-01-27(6세),거,배은정,한국,ADIOS CHARLIE,서울경마공원
0,매글데이,45998,080417,70103.0,2,6,일반,20230114,1300,일반,일반,3,일반,2,3.3,12,6,80.9,12.0,포화,비,443.0,매글레브,2020-04-24(6세),거,하늬바람,한국,애니기븐새터데이,서울경마공원
0,금빛천하,45371,080603,70161.0,2,11,일반,20230114,1300,일반,일반,3,일반,3,3.3,12,6,80.9,12.0,포화,비,456.0,금빛공주,2020-03-24(6세),수,퍼플라인,한국,퍼지,서울경마공원
0,불곰마드레,46158,080417,70182.0,3,10,일반,20230114,1200,일반,경매마,5,일반,1,5.4,12,5,72.8,12.0,불량,비,486.0,노스몰코리아,2020-04-22(6세),암,이호열,한국,카우보이칼,렛츠런팜장수
0,화랑투데이,44703,080476,70182.0,3,2,일반,20230114,1400,일반,일반,7,일반,2,2.7,11,5,85.6,11.0,불량,흐림,531.0,아이스컬린,2019-05-17(7세),수,박웅진,한국,카우보이칼,마태우리S승마센터
0,대사리,44821,080579,70244.0,2,10,일반,20230114,1800,일반,일반,9,일반,5,8.8,12,4,116.8,12.0,불량,흐림,489.0,뷰티이천,2019-04-13(7세),거,노만영,한국,아치아치아치,태극호스파크
0,와일드삭스,44287,080438,70181.0,3,2,일반,20230114,1400,일반,일반,12,일반,8,35.5,12,3,86.3,12.0,불량,흐림,457.0,엠파이어캔디,2019-04-01(7세),수,김창식,한국,한센,서울경마공원
0,그로우,45359,080417,70170.0,2,10,일반,20230115,1300,일반,Rookie2,1,일반,5,4.8,12,6,81.4,12.0,불량,눈,478.0,대효,2020-03-26(6세),암,배석두,한국,선더모카신,(주)궁평캠프
0,검이불루,45589,080513,70096.0,2,2,일반,20230115,1200,일반,Rookie2,2,일반,1,1.6,12,6,74.1,11.0,불량,흐림,457.0,블레이징스타,2020-03-10(6세),암,김우식,한국,커널존,서울경마공원
0,아치로켓,45406,080579,70146.0,2,1,일반,20230115,1200,일반,일반,3,일반,8,7.3,12,6,76.8,12.0,불량,흐림,494.0,희망로켓,2020-03-31(6세),암,송암축산,한국,아치아치아치,송암축산
0,에펠탑,45498,080438,70166.0,2,8,일반,20230115,1400,일반,일반,4,일반,5,4.5,12,6,88.4,12.0,불량,흐림,494.0,플라이퀸,2020-03-06(6세),거,오종환,한국,티즈원더풀,서울경마공원
0,금빛마,46188,080476,70181.0,3,4,일반,20230115,1400,일반,육성심사합격마,5,일반,2,6.9,11,5,86.3,11.0,불량,흐림,479.0,스피닝얀,2020-04-09(6세),수,(주)디알엠씨티,한국,카우보이칼,서울경마공원
0,지모션,45183,080576,70244.0,3,7,일반,20230115,1400,일반,육성심사합격마,5,일반,3,6.9,11,5,86.5,11.0,불량,흐림,451.0,레이디도리스,2020-01-12(6세),거,이기선,한국,SUMMER FRONT,송암축산
0,원평타운,45302,080476,70148.0,3,5,일반,20230115,1300,일반,일반,7,일반,6,3.4,12,5,81.2,12.0,불량,흐림,492.0,시어리어슬리마인,2020-02-23(6세),수,김용재,한국,MO TOWN,서울경마공원
0,빅스고,44092,080103,70149.0,3,1,일반,20230115,1400,일반,일반,11,일반,5,9.4,12,2,84.8,12.0,불량,비,495.0,콜미레이서,2019-04-13(7세),수,이선호,한국,빅스,서울경마공원
0,승부사,43659,080122,70148.0,3,4,일반,20230115,1400,일반,일반,11,일반,9,9.4,12,2,85.8,12.0,불량,비,502.0,티피맥지,2019-01-03(7세),수,박재범,한국,미스치비어슬리,서울경마공원
0,파이널질주,45610,080337,70094.0,2,11,일반,20230128,1200,일반,Rookie2,1,일반,3,4.9,12,6,77.9,12.0,다습,맑음,479.0,제이원,2020-03-08(6세),암,럭키,한국,에치드,청림목장
0,미스윈스타,45894,080473,70110.0,2,7,일반,20230128,1300,일반,일반,3,일반,2,2.2,12,6,83.1,12.0,다습,맑음,533.0,미스윈,2020-03-29(6세),수,송창오,한국,선더모카신,서울경마공원
0,아치메모리,44846,080361,70166.0,2,10,일반,20230128,1300,일반,일반,3,일반,3,2.2,12,6,83.2,12.0,다습,맑음,461.0,러브리메모리즈,2019-05-15(7세),암,권광세,한국,아치아치아치,서울경마공원
0,쌍옥루,44516,080473,70152.0,2,12,일반,20230128,1700,일반,일반,4,일반,8,2.6,12,6,116.5,12.0,다습,맑음,495.0,프리실라,2019-04-05(7세),거,이용식,한국,선더모카신,서울경마공원
0,올포유어드림,44497,080552,70161.0,3,2,일반,20230128,1400,일반,일반,6,일반,5,13.1,12,5,89.9,12.0,다습,맑음,486.0,스마트체스넛,2019-03-21(7세),수,서창식,한국,맘보트레인,서울경마공원
0,퍼펙트건맨,45533,080562,70200.0,3,7,일반,20230128,1400,일반,일반,6,일반,11,13.1,12,5,90.3,12.0,다습,맑음,493.0,스칼렛스타렛,2020-03-19(6세),거,박재범,한국,올드패션드,서울경마공원
0,세인트루카,43845,080562,70103.0,3,10,일반,20230128,1300,일반,일반,7,일반,4,2.6,12,5,82.9,11.0,다습,맑음,471.0,터치어펀,2019-03-20(7세),수,유수현,한국,위드디스팅션,궁평목장
0,아침동자,46007,080587,70165.0,3,6,일반,20230128,1200,일반,육성심사합격마,8,일반,6,8.6,12,5,77.1,12.0,다습,맑음,469.0,클린업스피드,2020-02-20(6세),수,배영한,한국,한센,렛츠런팜장수
0,마이티룩,52001,080456,70160.0,3,1,일반,20230128,1200,일반,일반,9,일반,1,1.7,12,4,76.0,12.0,다습,맑음,444.0,SAOIRSE CAT,2020-01-28(6세),암,조제형,미국,ARMY MULE,서울경마공원
0,아마존킹,43864,080608,70265.0,3,5,일반,20230128,1400,일반,일반,11,일반,7,4.5,12,4,89.0,12.0,다습,맑음,437.0,시크릿랩소디,2019-04-06(7세),거,허훈,한국,선더모카신,서울경마공원
0,서울탱크,38052,080550,70114.0,2,8,일반,20230128,2000,일반,일반,12,일반,6,37.0,12,1,132.2,12.0,다습,맑음,455.0,WEDGEFIELD,2014-02-15(12세),거,조병해,미국,GIANT OAK,서울경마공원
0,블랙머스크,45453,080584,70170.0,2,9,일반,20230128,2000,일반,일반,12,일반,1,37.0,12,1,130.4,12.0,다습,맑음,508.0,업점프드더데블,2018-03-19(8세),수,김한수,미국,FLAT OUT,서울경마공원
0,카리즈마,46118,080533,70197.0,2,2,일반,20230129,1300,일반,Rookie2,1,일반,7,3.0,12,6,86.3,12.0,다습,맑음,443.0,리틀소시에,2020-02-17(6세),거,투애니포,한국,선더모카신,서울경마공원
0,늘가을,46189,080550,70144.0,2,8,일반,20230129,1300,일반,Rookie2,1,일반,1,3.0,12,6,84.0,12.0,다습,맑음,474.0,허리케인드림,2020-04-27(6세),거,김다혜,한국,퍼지,스타드팜
0,탐라최강자,46461,080435,70115.0,2,5,일반,20230129,1200,일반,Rookie2,2,일반,6,7.5,12,6,78.8,12.0,다습,맑음,436.0,탐라퀸,2020-04-21(6세),거,퍼플라인,한국,인디밴드,제주브리더스파크
0,탱글이,46333,080533,70177.0,2,8,일반,20230129,1200,일반,Rookie2,2,일반,12,7.5,12,6,83.0,12.0,다습,맑음,446.0,노던파크,2020-05-19(6세),수,차청일,한국,투아너앤드서브,서울경마공원
0,컴플리트리더,45555,080486,70175.0,2,9,일반,20230129,1200,일반,Rookie2,2,일반,2,7.5,12,6,77.4,12.0,다습,맑음,472.0,엔들리스헤로인,2020-03-23(6세),거,장석영,한국,테스타마타,서울경마공원
0,원더풀슬루,45717,080579,70244.0,3,3,일반,20230129,1300,일반,일반,4,일반,95,12.5,12,5,,11.0,다습,맑음,473.25,월들리듀드,2020-04-17(6세),암,(주)녹원목장,한국,퍼지,서울경마공원
0,점순이고,45626,080562,70149.0,3,5,일반,20230129,1300,일반,일반,4,일반,4,12.5,12,5,82.8,11.0,다습,맑음,467.0,강공알파,2020-03-17(6세),암,럭키,한국,페더럴리스트,청림목장
0,토호스카이,45283,080417,70170.0,2,1,일반,20230129,1600,일반,일반,6,일반,7,2.0,10,4,105.7,10.0,다습,맑음,509.0,물보라,2020-03-06(6세),수,최임규,한국,투아너앤드서브,서울경마공원
0,너트플레이,45177,080576,70098.0,2,8,일반,20230129,1600,일반,일반,6,일반,1,2.0,10,4,103.9,10.0,다습,맑음,497.0,스페이스셔틀,2020-01-19(6세),수,조현영,한국,컬러즈플라잉,태극호스파크
0,스틸플레이,46614,080476,70177.0,3,10,일반,20230129,1200,일반,일반,7,일반,1,5.0,12,5,75.7,12.0,다습,맑음,480.0,대싱플래티넘,2020-03-25(6세),수,조현영,한국,테스타마타,태극호스파크
0,글로벌파워,45635,080529,70085.0,3,11,일반,20230129,1200,일반,일반,7,일반,2,5.0,12,5,76.3,12.0,다습,맑음,434.0,라이드미투더문,2020-03-29(6세),수,장재형,한국,카우보이칼,서울경마공원
0,포에버드림,44527,080405,70181.0,2,9,세계일보배,20230129,1200,대상,일반,8,일반,10,47.1,12,10,75.2,12.0,다습,맑음,470.0,투어캠프,2019-03-28(7세),거,베스트샤인조합,한국,에치드,서울경마공원
0,와우와우,45162,080513,70179.0,2,11,세계일보배,20230129,1200,대상,일반,8,일반,1,47.1,12,1,73.7,12.0,다습,맑음,483.0,짝꿍,2019-02-10(7세),수,(주)나스카,한국,카우보이칼,흙마축산
0,대한질주,42821,080339,70177.0,2,12,세계일보배,20230129,1200,대상,일반,8,일반,6,47.1,12,6,74.3,12.0,다습,맑음,504.0,라이트유어월드,2018-04-28(8세),수,박재범,한국,CONGRATS,서울경마공원
0,홀리데이참,42869,080608,70110.0,2,6,일반,20230129,1800,일반,일반,9,일반,2,3.4,12,4,120.2,12.0,다습,맑음,474.0,메긴즈홀리데이,2018-03-27(8세),거,투애니포,한국,애니기븐새터데이,서울경마공원
0,한강보스,44473,080103,70094.0,2,9,일반,20230129,1800,일반,일반,9,일반,4,3.4,12,4,120.4,12.0,다습,맑음,483.0,블루그라스아타튜,2019-04-15(7세),거,김학록,한국,카우보이칼,서울경마공원
0,노던타임,46505,080103,70165.0,3,2,일반,20230129,1800,일반,일반,10,일반,6,11.9,12,2,119.2,11.0,다습,맑음,513.0,STELLA PRIMA,2018-03-15(8세),거,최상일,미국,NOT THIS TIME,서울경마공원
0,글로벌삭스,43495,080608,70174.0,3,12,일반,20230129,1800,일반,일반,10,일반,3,11.9,12,2,118.8,11.0,다습,맑음,461.0,LET IT GO LADY,2017-03-30(9세),거,김창식,미국,MUNNINGS,흙마축산
0,은빛돌풍,46387,080562,70199.0,2,7,일반,20230204,1200,일반,Rookie2,1,일반,4,6.6,11,6,76.7,11.0,양호,맑음,503.0,키튼즈저니,2020-04-20(6세),암,김욱수,한국,한센,서울경마공원
0,비전파워,45934,080550,70177.0,2,9,일반,20230204,1200,일반,Rookie2,1,일반,6,6.6,11,6,77.4,11.0,양호,맑음,444.0,오너싱,2020-05-09(6세),수,손병현,한국,NOBLE BIRD,서울경마공원
0,찬란한불꽃,46598,080533,70198.0,2,8,일반,20230204,1200,일반,Rookie2,2,일반,6,13.8,11,6,77.6,11.0,양호,맑음,431.0,한강제일,2020-05-03(6세),암,진교원,한국,한센,서울경마공원
0,스마트삭스,46221,080405,70167.0,2,4,일반,20230204,1300,일반,Rookie2,3,일반,9,2.2,10,6,85.2,10.0,양호,맑음,452.0,스마트어드바이스,2020-04-27(6세),암,김창식,한국,카우보이칼,렛츠런팜장수
0,대흥클래스,46016,080122,70085.0,2,7,일반,20230204,1300,일반,Rookie2,3,일반,5,2.2,10,6,84.4,10.0,양호,맑음,454.0,록오브선더,2020-03-26(6세),수,임한용,한국,콩코드포인트,서울경마공원
0,슈퍼피니시,45783,080513,70170.0,3,3,일반,20230204,1200,일반,일반,5,일반,1,2.4,11,5,75.6,11.0,양호,맑음,474.0,레드뎀,2020-04-14(6세),수,강현철,한국,페더럴리스트,(주)궁평캠프
0,카우보이탱고,42292,080337,70085.0,3,4,일반,20230204,1200,일반,일반,5,일반,3,2.4,11,5,76.7,11.0,양호,맑음,500.0,탱고스텝,2018-02-15(8세),거,임동현,한국,카우보이칼,서울경마공원
0,신의반전,45808,080593,70175.0,3,4,일반,20230204,1400,일반,일반,6,일반,9,4.3,11,5,91.6,11.0,양호,맑음,462.0,상류,2020-03-26(6세),암,김진태a,한국,테스타마타,서울경마공원
0,섬싱로스트,46388,080486,70145.0,3,4,일반,20230204,1400,일반,일반,7,일반,1,1.7,12,4,88.2,11.0,양호,맑음,471.0,리걸조앤,2020-04-20(6세),수,정춘복,한국,한센,서울경마공원
0,원평코드,44526,080576,70148.0,2,7,일반,20230204,1800,일반,일반,10,일반,3,8.1,12,3,120.2,12.0,양호,맑음,513.0,케이프코드걸,2019-04-29(7세),거,김용재,한국,메니피,서울경마공원
0,최고블랙,44317,080562,70174.0,2,9,일반,20230204,1800,일반,일반,10,일반,1,8.1,12,3,119.7,12.0,양호,맑음,451.0,콰드릴,2019-04-28(7세),수,이강운,한국,테스타마타,서울경마공원
0,테마탄생,46012,080434,70182.0,2,5,일반,20230205,1200,일반,Rookie2,2,일반,5,14.1,10,6,78.9,10.0,양호,맑음,464.0,미스트래블린,2020-03-06(6세),거,김길리,한국,테이크차지인디,서울경마공원
0,주몽천하,46261,080513,70175.0,2,6,일반,20230205,1200,일반,Rookie2,2,일반,2,14.1,10,6,77.5,10.0,양호,맑음,498.0,킹덤레이스,2020-02-15(6세),거,씨유네트워크,한국,카우보이칼,서울경마공원
0,아르고스마일,46042,080608,70200.0,2,8,일반,20230205,1200,일반,Rookie2,2,일반,1,14.1,10,6,76.2,10.0,양호,맑음,486.0,스마일퀸,2020-03-31(6세),수,우태율,한국,록하드텐,청림목장
0,글로리앤아너,45892,080529,70170.0,2,12,일반,20230205,1200,일반,일반,3,일반,94,4.4,12,6,,11.0,양호,맑음,431.0,벤트온글로리,2020-04-30(6세),암,명마조합,한국,투아너앤드서브,(주)궁평캠프
0,원더풀티지,45829,080576,70117.0,2,8,일반,20230205,1400,일반,일반,4,일반,3,28.5,12,6,91.6,12.0,양호,맑음,498.0,홀리데이스타렛,2020-04-28(6세),거,지대섭,한국,티즈웨이,렛츠런팜장수
0,베스트선,45369,080513,70115.0,3,6,일반,20230205,1300,일반,일반,5,일반,1,3.3,12,5,83.3,12.0,양호,맑음,461.0,아이월이프유월,2020-02-28(6세),거,베스트샤인조합,한국,테이크차지인디,서울경마공원
0,라온포레스트,46086,080103,70095.0,3,8,일반,20230205,1200,일반,일반,7,일반,4,16.7,12,4,75.8,12.0,양호,맑음,475.0,라온나리,2020-03-07(6세),암,라온랜드(주),한국,한센,서울경마공원
0,슈퍼엑톤,40921,080593,70175.0,2,6,일반,20230205,1700,일반,일반,9,일반,1,10.1,12,4,112.6,12.0,양호,맑음,458.0,슈퍼플러키,2017-03-27(9세),거,(주)메타플렉스,한국,엑톤파크,서울경마공원
0,골든아너,44881,080417,70182.0,2,7,일반,20230205,1700,일반,일반,9,일반,5,10.1,12,4,113.4,12.0,양호,맑음,470.0,골든로즈,2019-03-31(7세),수,디디에스코리아(주),한국,투아너앤드서브,서울경마공원
0,붉은폭풍,46204,080587,70165.0,2,1,일반,20230211,1200,일반,Rookie2,1,일반,9,3.9,12,6,79.3,12.0,건조,맑음,455.0,대산여제,2020-04-30(6세),수,홍상기,한국,한센,(주)궁평캠프
0,아치로켓,45406,080579,70146.0,2,12,일반,20230211,1200,일반,Rookie2,1,일반,11,3.9,12,6,79.9,12.0,건조,맑음,493.0,희망로켓,2020-03-31(6세),암,송암축산,한국,아치아치아치,송암축산
0,사바나찰리,45232,080405,70175.0,2,1,일반,20230211,1300,일반,Rookie2,3,일반,4,1.4,9,6,83.7,9.0,건조,맑음,483.0,사바나다나,2020-01-27(6세),거,배은정,한국,ADIOS CHARLIE,서울경마공원
0,파워에치드,45734,080339,70166.0,2,2,일반,20230211,1300,일반,Rookie2,3,일반,9,1.4,9,6,85.5,9.0,건조,맑음,477.0,베트파티,2020-03-18(6세),거,박정재,한국,에치드,서울경마공원
0,최강현마,46104,080417,70182.0,2,3,일반,20230211,1300,일반,Rookie2,3,일반,2,1.4,9,6,82.5,9.0,건조,맑음,480.0,투리브포,2020-03-02(6세),거,(주)디알엠씨티,한국,올드패션드,서울경마공원
0,금빛천하,45371,080603,70161.0,2,9,일반,20230211,1300,일반,Rookie2,3,일반,3,1.4,9,6,83.7,9.0,건조,맑음,462.0,금빛공주,2020-03-24(6세),수,퍼플라인,한국,퍼지,서울경마공원
0,매글데이,45998,080417,70103.0,2,4,일반,20230211,1300,일반,일반,4,일반,1,2.9,12,6,83.2,12.0,건조,맑음,446.0,매글레브,2020-04-24(6세),거,하늬바람,한국,애니기븐새터데이,서울경마공원
0,에펠탑,45498,080366,70166.0,2,6,일반,20230211,1300,일반,일반,4,일반,3,2.9,12,6,83.7,12.0,건조,맑음,489.0,플라이퀸,2020-03-06(6세),거,오종환,한국,티즈원더풀,서울경마공원
0,원평타운,45302,080476,70148.0,3,7,일반,20230211,1300,일반,일반,5,일반,3,4.3,10,5,82.4,10.0,건조,맑음,501.0,시어리어슬리마인,2020-02-23(6세),수,김용재,한국,MO TOWN,서울경마공원
0,마의웨이,45768,080417,70115.0,3,1,일반,20230211,1200,일반,경주퇴역자마,6,일반,3,1.7,12,5,75.5,12.0,건조,맑음,470.0,심신지려,2020-03-09(6세),거,퍼플라인,한국,투아너앤드서브,서울경마공원
0,나올스나이퍼,46099,080366,70197.0,3,3,일반,20230211,1800,일반,일반,10,일반,1,1.5,12,4,118.3,12.0,건조,맑음,503.0,가니쉬드웨이지스,2020-03-24(6세),수,이경호a,한국,투아너앤드서브,렛츠런팜장수
0,화랑투데이,44703,080476,70182.0,3,6,일반,20230211,1800,일반,일반,10,일반,4,1.5,12,4,120.3,12.0,건조,맑음,526.0,아이스컬린,2019-05-17(7세),수,박웅진,한국,카우보이칼,마태우리S승마센터
0,챌린지삭스,40914,080598,70181.0,3,8,일반,20230211,1400,일반,일반,12,일반,5,2.4,12,4,89.5,10.0,건조,맑음,435.0,캐쥬얼애티튜드,2017-04-17(9세),암,김창식,한국,올드패션드,서울경마공원
0,아만바로우즈,45828,080103,70165.0,2,12,일반,20230212,1200,일반,Rookie2,2,일반,4,3.0,12,6,77.3,12.0,건조,맑음,443.0,플룸,2020-04-17(6세),암,이노쿠마 히로츠구,한국,테스타마타,서울경마공원
0,달맞이,46127,080598,70103.0,2,6,일반,20230212,1200,일반,일반,3,일반,6,5.6,12,6,77.8,12.0,건조,맑음,441.0,캐리비안레인,2020-04-20(6세),수,박태준,한국,디바인파크,서울경마공원
0,송암드래건,44405,080609,70103.0,2,8,일반,20230212,1200,일반,일반,3,일반,5,5.6,12,6,77.8,12.0,건조,맑음,455.0,송암론다도르,2019-06-08(7세),암,송암축산,한국,티즈웨이,송암축산
0,지모션,45183,080582,70244.0,3,10,일반,20230212,1400,일반,일반,5,일반,5,1.8,11,5,90.0,11.0,건조,맑음,450.0,레이디도리스,2020-01-12(6세),거,이기선,한국,SUMMER FRONT,송암축산
0,킹칼레,46511,080533,70174.0,3,3,일반,20230212,1200,일반,일반,8,일반,5,5.1,12,4,76.0,12.0,건조,맑음,460.0,SHUNGO,2019-03-21(7세),거,박호균,미국,바이언,서울경마공원
0,엠제이베스트,42046,080584,70225.0,3,1,일반,20230212,1400,일반,일반,10,일반,3,1.9,12,3,87.9,12.0,건조,맑음,485.0,주얼리파티,2018-05-19(8세),수,박정재,한국,카우보이칼,서울경마공원
0,리걸하이,45841,080603,70165.0,2,10,일반,20230218,1200,일반,Rookie2,1,일반,1,2.3,12,6,76.0,12.0,건조,맑음,457.0,캡티브,2020-03-29(6세),암,강균호,한국,지롤라모,서울경마공원
0,스마트삭스,46221,080547,70167.0,2,5,일반,20230218,1200,일반,Rookie2,2,일반,4,2.9,12,6,77.1,12.0,건조,맑음,448.0,스마트어드바이스,2020-04-27(6세),암,김창식,한국,카우보이칼,렛츠런팜장수
0,올포유어드림,44497,080552,70161.0,3,4,일반,20230218,1200,일반,일반,3,일반,8,15.5,9,5,76.4,9.0,건조,흐림,478.0,스마트체스넛,2019-03-21(7세),수,서창식,한국,맘보트레인,서울경마공원
0,새내타운,45229,080513,70160.0,2,4,일반,20230218,1800,일반,일반,7,일반,4,10.5,12,4,119.1,12.0,건조,흐림,479.0,오마이크릭,2020-01-25(6세),수,문종원,한국,퍼지,서울경마공원
0,머스탱파워,44706,080562,70175.0,3,3,일반,20230218,1600,일반,일반,8,일반,4,4.3,10,4,102.8,10.0,건조,흐림,469.0,크리스털레거시,2019-04-20(7세),거,이영성,한국,아치아치아치,서울경마공원
0,대사리,44821,080608,70244.0,3,5,일반,20230218,1600,일반,일반,8,일반,10,4.3,10,4,103.9,10.0,건조,흐림,489.0,뷰티이천,2019-04-13(7세),거,노만영,한국,아치아치아치,태극호스파크
0,슈어윈,45240,080103,70096.0,3,6,일반,20230218,1600,일반,일반,8,일반,2,4.3,10,4,102.3,10.0,건조,흐림,411.0,매그니피센트마인,2020-02-13(6세),암,지성배,한국,BERNARDINI,서울경마공원
2,승부사,43659,080476,70148.0,3,10,일반,20230218,1400,일반,일반,11,일반,4,13.0,10,2,87.6,10.0,건조,흐림,508.0,티피맥지,2019-01-03(7세),수,박재범,한국,미스치비어슬리,서울경마공원
0,파이널축제,45339,080342,70170.0,2,2,일반,20230219,1400,일반,일반,4,일반,3,14.5,12,6,90.1,12.0,건조,맑음,488.0,월드퀵,2020-03-10(6세),수,럭키,한국,지롤라모,서울경마공원
0,빈체로킹,44447,080587,70165.0,3,5,일반,20230219,1200,일반,경매마,6,일반,7,4.9,9,5,77.4,9.0,건조,맑음,472.0,더블브릴리언트,2019-03-15(7세),거,오종택,한국,지롤라모,궁평목장
0,금빛마,46188,080562,70181.0,3,6,일반,20230219,1200,일반,경매마,6,일반,2,4.9,9,5,75.9,9.0,건조,맑음,477.0,스피닝얀,2020-04-09(6세),수,(주)디알엠씨티,한국,카우보이칼,서울경마공원
0,허쉬대보,38599,080562,70182.0,2,7,일반,20230219,1800,일반,일반,11,일반,10,1.3,12,1,117.8,12.0,건조,맑음,502.0,허쉬틸드,2016-03-22(10세),수,박철근,한국,테스타마타,서울경마공원
0,글로리앤아너,45892,080515,70170.0,2,1,일반,20230225,1200,일반,Rookie2,2,일반,4,1.7,11,6,77.6,10.0,건조,맑음,416.0,벤트온글로리,2020-04-30(6세),암,명마조합,한국,투아너앤드서브,(주)궁평캠프
0,파이널질주,45610,080486,70094.0,2,2,일반,20230225,1200,일반,Rookie2,2,일반,2,1.7,11,6,76.6,10.0,건조,맑음,486.0,제이원,2020-03-08(6세),암,럭키,한국,에치드,청림목장
0,힐링헤이븐,52417,080438,70199.0,2,6,일반,20230225,1200,일반,Rookie2,4,일반,7,2.0,10,4,76.5,10.0,건조,맑음,459.0,FORMBY,2020-02-18(6세),암,이장운,미국,SHAMAN GHOST,서울경마공원
0,마이티룩,52001,080576,70160.0,2,7,일반,20230225,1200,일반,Rookie2,4,일반,1,2.0,10,4,74.9,10.0,건조,맑음,449.0,SAOIRSE CAT,2020-01-28(6세),암,조제형,미국,ARMY MULE,서울경마공원
